fips,total_deaths,covid_deaths,urban_rural_desc,pct_covid_deaths,county,state
39109,2268,275,Medium metro,0.12125220458553791,Miami,Ohio
39113,17171,2247,Medium metro,0.1308601712189156,Montgomery,Ohio
39119,2561,324,Micropolitan,0.12651308082780163,Muskingum,Ohio
39129,992,115,Large fringe metro,0.1159274193548387,Pickaway,Ohio
39133,2797,246,Medium metro,0.08795137647479442,Portage,Ohio
39139,3118,390,Small metro,0.12508017960230916,Richland,Ohio
39141,2239,307,Micropolitan,0.13711478338543992,Ross,Ohio
39143,1214,136,Micropolitan,0.11202635914332784,Sandusky,Ohio
39145,2551,262,Micropolitan,0.10270482163857311,Scioto,Ohio
39147,986,107,Micropolitan,0.10851926977687627,Seneca,Ohio
39151,10423,1484,Medium metro,0.14237743451981194,Stark,Ohio
39153,13756,1438,Medium metro,0.10453620238441408,Summit,Ohio
39155,4585,496,Medium metro,0.10817884405670665,Trumbull,Ohio
39157,2326,337,Micropolitan,0.14488392089423904,Tuscarawas,Ohio
39165,3944,343,Large fringe metro,0.08696754563894524,Warren,Ohio
39167,1916,294,Micropolitan,0.1534446764091858,Washington,Ohio
39169,2451,315,Micropolitan,0.12851897184822522,Wayne,Ohio
39173,2514,181,Medium metro,0.07199681782020684,Wood,Ohio
40013,1086,163,Micropolitan,0.15009208103130756,Bryan,Oklahoma
40017,1548,168,Large fringe metro,0.10852713178294573,Canadian,Oklahoma
40019,1292,194,Micropolitan,0.15015479876160992,Carter,Oklahoma
40021,1094,173,Micropolitan,0.15813528336380256,Cherokee,Oklahoma
40027,4464,606,Large fringe metro,0.135752688172043,Cleveland,Oklahoma
40031,2486,347,Small metro,0.13958165728077232,Comanche,Oklahoma
40041,1005,127,Noncore,0.1263681592039801,Delaware,Oklahoma
40047,1617,260,Micropolitan,0.16079158936301793,Garfield,Oklahoma
40051,957,105,Large fringe metro,0.109717868338558,Grady,Oklahoma
40071,1033,139,Micropolitan,0.1345595353339787,Kay,Oklahoma
40101,2165,328,Micropolitan,0.1515011547344111,Muskogee,Oklahoma
40109,22949,3394,Large central metro,0.14789315438581202,Oklahoma,Oklahoma
40119,1202,123,Micropolitan,0.10232945091514144,Payne,Oklahoma
40121,1294,184,Micropolitan,0.14219474497681608,Pittsburg,Oklahoma
40123,954,160,Micropolitan,0.16771488469601678,Pontotoc,Oklahoma
40125,1870,246,Micropolitan,0.13155080213903744,Pottawatomie,Oklahoma
40131,1511,132,Medium metro,0.08735936465916612,Rogers,Oklahoma
40137,1114,169,Micropolitan,0.15170556552962297,Stephens,Oklahoma
40143,19292,3159,Medium metro,0.1637466307277628,Tulsa,Oklahoma
40147,1618,280,Micropolitan,0.173053152039555,Washington,Oklahoma
41005,7245,392,Large fringe metro,0.05410628019323672,Clackamas,Oregon
41017,3734,343,Small metro,0.09185859667916443,Deschutes,Oregon
41019,3276,245,Micropolitan,0.07478632478632478,Douglas,Oregon
41029,5463,380,Small metro,0.06955885044847153,Jackson,Oregon
41033,2589,220,Small metro,0.08497489378138277,Josephine,Oregon
41035,1787,151,Micropolitan,0.08449916060436485,Klamath,Oregon
41039,8587,386,Medium metro,0.04495167113077909,Lane,Oregon
41043,2822,123,Small metro,0.04358610914245216,Linn,Oregon
41047,6252,507,Medium metro,0.08109404990403071,Marion,Oregon
41051,15167,1267,Large central metro,0.08353662556866882,Multnomah,Oregon
41059,1290,109,Micropolitan,0.08449612403100776,Umatilla,Oregon
41067,7730,548,Large fringe metro,0.07089262613195343,Washington,Oregon
41071,1948,111,Large fringe metro,0.056981519507186856,Yamhill,Oregon
42001,1795,182,Small metro,0.10139275766016713,Adams,Pennsylvania
42003,36212,3643,Large central metro,0.10060201038329836,Allegheny,Pennsylvania
42005,1368,154,Large fringe metro,0.11257309941520467,Armstrong,Pennsylvania
42007,4032,469,Large fringe metro,0.11631944444444445,Beaver,Pennsylvania
42011,8471,1148,Medium metro,0.1355211899421556,Berks,Pennsylvania
42013,4294,620,Small metro,0.14438751746623196,Blair,Pennsylvania
42015,2047,246,Micropolitan,0.12017586712261846,Bradford,Pennsylvania
42017,12745,1406,Large fringe metro,0.11031777167516674,Bucks,Pennsylvania
42019,4306,577,Large fringe metro,0.13399907106363215,Butler,Pennsylvania
42021,3890,563,Small metro,0.14473007712082261,Cambria,Pennsylvania
42025,1307,140,Medium metro,0.10711553175210406,Carbon,Pennsylvania
42027,2329,284,Small metro,0.12194074710176041,Centre,Pennsylvania
42029,8812,1044,Large fringe metro,0.11847480708125284,Chester,Pennsylvania
42031,822,118,Noncore,0.1435523114355231,Clarion,Pennsylvania
42033,2113,275,Micropolitan,0.13014671083767157,Clearfield,Pennsylvania
42039,1985,224,Micropolitan,0.1128463476070529,Crawford,Pennsylvania
42041,5771,833,Medium metro,0.14434240166348986,Cumberland,Pennsylvania
42043,7540,981,Medium metro,0.13010610079575596,Dauphin,Pennsylvania
42045,10781,1440,Large fringe metro,0.13356831462758556,Delaware,Pennsylvania
42049,7367,794,Medium metro,0.10777792860051581,Erie,Pennsylvania
42051,3096,399,Large fringe metro,0.12887596899224807,Fayette,Pennsylvania
42055,3588,526,Small metro,0.14659977703455965,Franklin,Pennsylvania
42061,817,118,Micropolitan,0.14443084455324356,Huntingdon,Pennsylvania
42063,1793,245,Micropolitan,0.13664249860568878,Indiana,Pennsylvania
42065,979,136,Noncore,0.13891726251276812,Jefferson,Pennsylvania
42069,6339,647,Medium metro,0.10206657201451333,Lackawanna,Pennsylvania
42071,11262,1408,Medium metro,0.12502219854377553,Lancaster,Pennsylvania
42073,2238,266,Micropolitan,0.11885612153708669,Lawrence,Pennsylvania
42075,3122,302,Small metro,0.09673286354900705,Lebanon,Pennsylvania
42077,11063,1662,Medium metro,0.150230498056585,Lehigh,Pennsylvania
42079,8723,1028,Medium metro,0.11784936375100309,Luzerne,Pennsylvania
42081,3149,492,Small metro,0.15624007621467131,Lycoming,Pennsylvania
42085,2960,330,Medium metro,0.11148648648648649,Mercer,Pennsylvania
42087,1309,274,Micropolitan,0.20932009167303284,Mifflin,Pennsylvania
42089,3035,364,Small metro,0.11993410214168039,Monroe,Pennsylvania
42091,18569,2536,Large fringe metro,0.13657170553072326,Montgomery,Pennsylvania
42093,2869,583,Small metro,0.20320669222725687,Montour,Pennsylvania
42095,5703,621,Medium metro,0.10889005786428195,Northampton,Pennsylvania
42097,1741,239,Micropolitan,0.1372774267662263,Northumberland,Pennsylvania
42101,34286,3953,Large central metro,0.11529487254272881,Philadelphia,Pennsylvania
42107,3344,389,Micropolitan,0.11632775119617225,Schuylkill,Pennsylvania
42111,1960,264,Micropolitan,0.1346938775510204,Somerset,Pennsylvania
42117,821,127,Noncore,0.15468940316686966,Tioga,Pennsylvania
42119,1044,195,Micropolitan,0.1867816091954023,Union,Pennsylvania
42121,1233,152,Micropolitan,0.12327656123276562,Venango,Pennsylvania
42123,963,129,Micropolitan,0.13395638629283488,Warren,Pennsylvania
42125,5171,443,Large fringe metro,0.08567008315606266,Washington,Pennsylvania
42127,1199,127,Noncore,0.10592160133444536,Wayne,Pennsylvania
42129,7872,762,Large fringe metro,0.09679878048780488,Westmoreland,Pennsylvania
42133,9181,1074,Medium metro,0.11698072105435138,York,Pennsylvania
44003,3297,367,Large fringe metro,0.11131331513497118,Kent,Rhode Island
44007,14718,2280,Large central metro,0.15491235222176927,Providence,Rhode Island
44009,2243,153,Large fringe metro,0.06821221578243424,Washington,Rhode Island
45003,3545,349,Medium metro,0.09844851904090268,Aiken,South Carolina
45007,5389,742,Medium metro,0.13768788272406754,Anderson,South Carolina
45013,3331,272,Small metro,0.0816571600120084,Beaufort,South Carolina
45015,3072,193,Medium metro,0.06282552083333333,Berkeley,South Carolina
45019,10451,1202,Medium metro,0.11501291742416994,Charleston,South Carolina
45025,893,103,Noncore,0.11534154535274356,Chesterfield,South Carolina
45029,1164,166,Noncore,0.14261168384879724,Colleton,South Carolina
45031,1347,212,Small metro,0.15738678544914625,Darlington,South Carolina
45035,1931,221,Medium metro,0.1144484722941481,Dorchester,South Carolina
45041,6416,1042,Small metro,0.1624064837905237,Florence,South Carolina
45043,2074,293,Micropolitan,0.14127290260366443,Georgetown,South Carolina
45045,11915,1694,Medium metro,0.14217373059169114,Greenville,South Carolina
45047,2333,324,Micropolitan,0.13887698242606086,Greenwood,South Carolina
45051,9131,978,Medium metro,0.10710765524038988,Horry,South Carolina
45055,1343,134,Medium metro,0.09977661950856292,Kershaw,South Carolina
45057,1686,185,Large fringe metro,0.10972716488730723,Lancaster,South Carolina
45059,1542,162,Medium metro,0.10505836575875487,Laurens,South Carolina
45063,6162,700,Medium metro,0.11359948068808828,Lexington,South Carolina
45073,1990,233,Micropolitan,0.11708542713567839,Oconee,South Carolina
45075,2403,329,Micropolitan,0.13691219309196836,Orangeburg,South Carolina
45077,2071,295,Medium metro,0.14244326412361177,Pickens,South Carolina
45079,8977,1102,Medium metro,0.12275815974156178,Richland,South Carolina
45083,8673,1475,Medium metro,0.17006802721088435,Spartanburg,South Carolina
45085,2419,286,Small metro,0.11823067383216206,Sumter,South Carolina
45091,4532,457,Large fringe metro,0.10083848190644307,York,South Carolina
46013,844,131,Micropolitan,0.1552132701421801,Brown,South Dakota
46099,5631,958,Small metro,0.17012963949564908,Minnehaha,South Dakota
46103,2823,333,Small metro,0.1179596174282678,Pennington,South Dakota
47001,2530,263,Medium metro,0.10395256916996047,Anderson,Tennessee
47009,3204,295,Medium metro,0.09207240948813983,Blount,Tennessee
47011,2556,282,Small metro,0.11032863849765258,Bradley,Tennessee
47019,1469,162,Small metro,0.1102791014295439,Carter,Tennessee
47025,852,104,Noncore,0.12206572769953052,Claiborne,Tennessee
47029,1082,138,Micropolitan,0.12754158964879853,Cocke,Tennessee
47031,1393,128,Micropolitan,0.09188801148600144,Coffee,Tennessee
47035,1951,232,Micropolitan,0.11891337775499744,Cumberland,Tennessee
47037,20630,2911,Large central metro,0.1411051866214251,Davidson,Tennessee
47043,1409,267,Large fringe metro,0.18949609652235627,Dickson,Tennessee
47045,1094,144,Micropolitan,0.1316270566727605,Dyer,Tennessee
47051,1070,128,Micropolitan,0.11962616822429907,Franklin,Tennessee
47059,1786,160,Micropolitan,0.08958566629339305,Greene,Tennessee
47063,2014,267,Small metro,0.13257199602780537,Hamblen,Tennessee
47065,12047,1560,Medium metro,0.12949281978915914,Hamilton,Tennessee
47089,1400,182,Small metro,0.13,Jefferson,Tennessee
47093,15181,1710,Medium metro,0.11264080100125157,Knox,Tennessee
47107,1414,110,Micropolitan,0.07779349363507779,McMinn,Tennessee
47113,4904,1029,Small metro,0.20982871125611746,Madison,Tennessee
47119,2821,444,Large fringe metro,0.15739099610067353,Maury,Tennessee
47123,1130,124,Noncore,0.10973451327433628,Monroe,Tennessee
47125,3180,372,Medium metro,0.1169811320754717,Montgomery,Tennessee
47131,788,112,Micropolitan,0.14213197969543148,Obion,Tennessee
47141,2721,398,Micropolitan,0.14626975376699744,Putnam,Tennessee
47145,1398,138,Medium metro,0.09871244635193133,Roane,Tennessee
47147,1401,142,Large fringe metro,0.10135617416131334,Robertson,Tennessee
47149,6159,980,Large fringe metro,0.15911673973047571,Rutherford,Tennessee
47155,2148,245,Micropolitan,0.11405959031657356,Sevier,Tennessee
47157,24804,2951,Large central metro,0.1189727463312369,Shelby,Tennessee
47163,7244,930,Medium metro,0.12838210933186084,Sullivan,Tennessee
47165,3704,536,Large fringe metro,0.1447084233261339,Sumner,Tennessee
47179,5270,678,Small metro,0.1286527514231499,Washington,Tennessee
47187,2562,302,Large fringe metro,0.11787665886026542,Williamson,Tennessee
47189,2207,260,Large fringe metro,0.11780697779791573,Wilson,Tennessee
48001,1249,180,Micropolitan,0.14411529223378702,Anderson,Texas
48005,2577,493,Micropolitan,0.19130772215754754,Angelina,Texas
48013,855,143,Large fringe metro,0.1672514619883041,Atascosa,Texas
48027,7039,1055,Medium metro,0.1498792442108254,Bell,Texas
48029,39212,7242,Large central metro,0.18468836070590636,Bexar,Texas
48037,3580,708,Small metro,0.19776536312849163,Bowie,Texas
48039,4917,638,Large fringe metro,0.1297539149888143,Brazoria,Texas
48041,3667,705,Small metro,0.19225524952277065,Brazos,Texas
48049,1100,172,Micropolitan,0.15636363636363637,Brown,Texas
48053,1020,139,Noncore,0.13627450980392156,Burnet,Texas
48061,8226,2159,Medium metro,0.262460491125699,Cameron,Texas
48073,988,158,Micropolitan,0.15991902834008098,Cherokee,Texas
48085,14138,2056,Large central metro,0.14542368086009336,Collin,Texas
48091,3193,479,Large fringe metro,0.1500156592546195,Comal,Texas
48113,40062,5791,Large central metro,0.14455094603364785,Dallas,Texas
48121,9456,1205,Large fringe metro,0.12743231810490693,Denton,Texas
48135,3358,729,Small metro,0.2170935080405003,Ector,Texas
48139,2741,376,Large fringe metro,0.13717621306092667,Ellis,Texas
48141,15829,3413,Medium metro,0.2156169056794491,El Paso,Texas
48157,7987,941,Large fringe metro,0.11781645173406786,Fort Bend,Texas
48167,6188,865,Large fringe metro,0.13978668390433097,Galveston,Texas
48181,4208,782,Small metro,0.18583650190114068,Grayson,Texas
48183,4563,980,Small metro,0.21477098400175323,Gregg,Texas
48187,2202,261,Large fringe metro,0.11852861035422343,Guadalupe,Texas
48189,585,136,Micropolitan,0.23247863247863249,Hale,Texas
48201,72879,10938,Large central metro,0.15008438644877126,Harris,Texas
48209,2851,354,Large fringe metro,0.1241669589617678,Hays,Texas
48213,1954,194,Micropolitan,0.0992835209825998,Henderson,Texas
48215,13426,3419,Medium metro,0.25465514673022493,Hidalgo,Texas
48221,1482,170,Large fringe metro,0.11470985155195682,Hood,Texas
48223,998,180,Micropolitan,0.18036072144288579,Hopkins,Texas
48231,2040,309,Large fringe metro,0.1514705882352941,Hunt,Texas
48245,7511,1266,Medium metro,0.1685527892424444,Jefferson,Texas
48249,750,116,Micropolitan,0.15466666666666667,Jim Wells,Texas
48251,2244,218,Large fringe metro,0.09714795008912656,Johnson,Texas
48257,1694,135,Large fringe metro,0.07969303423848878,Kaufman,Texas
48265,1546,141,Micropolitan,0.09120310478654592,Kerr,Texas
48277,1715,293,Micropolitan,0.17084548104956268,Lamar,Texas
48303,8928,1925,Medium metro,0.21561379928315413,Lubbock,Texas
48309,6140,1015,Medium metro,0.16530944625407165,McLennan,Texas
48321,652,106,Micropolitan,0.16257668711656442,Matagorda,Texas
48323,909,211,Micropolitan,0.23212321232123212,Maverick,Texas
48329,2726,495,Small metro,0.18158473954512105,Midland,Texas
48339,12250,1886,Large fringe metro,0.1539591836734694,Montgomery,Texas
48347,1668,357,Micropolitan,0.21402877697841727,Nacogdoches,Texas
48349,1012,170,Micropolitan,0.16798418972332016,Navarro,Texas
48355,9037,1678,Medium metro,0.18568108885692156,Nueces,Texas
48363,668,103,Micropolitan,0.15419161676646706,Palo Pinto,Texas
48367,2048,203,Large fringe metro,0.09912109375,Parker,Texas
48373,1186,110,Noncore,0.09274873524451939,Polk,Texas
48375,5445,1267,Medium metro,0.23269054178145088,Potter,Texas
48397,1973,404,Large fringe metro,0.20476431829700964,Rockwall,Texas
48423,9309,1905,Small metro,0.2046406703190461,Smith,Texas
48439,37118,6056,Large central metro,0.16315534242146668,Tarrant,Texas
48441,4250,962,Small metro,0.2263529411764706,Taylor,Texas
48449,750,116,Micropolitan,0.15466666666666667,Titus,Texas
48451,3108,568,Small metro,0.18275418275418276,Tom Green,Texas
48453,15463,1948,Large central metro,0.12597814136972127,Travis,Texas
48465,709,123,Micropolitan,0.17348377997179126,Val Verde,Texas
48469,2640,601,Small metro,0.22765151515151516,Victoria,Texas
48471,1046,138,Micropolitan,0.13193116634799235,Walker,Texas
48479,4067,1040,Medium metro,0.25571674452913695,Webb,Texas
48485,3890,704,Small metro,0.18097686375321337,Wichita,Texas
48491,7897,1006,Large fringe metro,0.12739014815752817,Williamson,Texas
48497,1471,243,Large fringe metro,0.16519374575118967,Wise,Texas
49011,3937,250,Medium metro,0.063500127000254,Davis,Utah
49035,17607,1733,Large central metro,0.09842676208326234,Salt Lake,Utah
49049,6398,732,Medium metro,0.11441075336042514,Utah,Utah
49053,3902,477,Small metro,0.12224500256278831,Washington,Utah
49057,4394,433,Medium metro,0.09854346836595357,Weber,Utah
51003,2133,153,Small metro,0.07172995780590717,Albemarle,Virginia
51013,2974,373,Large central metro,0.1254203093476799,Arlington,Virginia
51015,2084,230,Small metro,0.11036468330134357,Augusta,Virginia
51041,5544,453,Large fringe metro,0.0817099567099567,Chesterfield,Virginia
51059,11717,1154,Large fringe metro,0.0984893744132457,Fairfax,Virginia
51073,1040,108,Large fringe metro,0.10384615384615385,Gloucester,Virginia
51083,997,134,Noncore,0.13440320962888666,Halifax,Virginia
51085,3059,361,Large fringe metro,0.11801242236024845,Hanover,Virginia
51087,7801,866,Large fringe metro,0.1110114087937444,Henrico,Virginia
51107,3670,305,Large fringe metro,0.08310626702997276,Loudoun,Virginia
51121,1736,194,Small metro,0.11175115207373272,Montgomery,Virginia
51153,3772,356,Large fringe metro,0.09437963944856839,Prince William,Virginia
51165,1915,282,Small metro,0.1472584856396867,Rockingham,Virginia
51171,940,104,Noncore,0.11063829787234042,Shenandoah,Virginia
51185,1184,104,Micropolitan,0.08783783783783784,Tazewell,Virginia
51191,1531,189,Medium metro,0.12344872632266493,Washington,Virginia
51199,1136,109,Large fringe metro,0.09595070422535211,York,Virginia
51510,1906,229,Large central metro,0.12014690451206715,Alexandria city,Virginia
51540,2396,234,Small metro,0.09766277128547579,Charlottesville city,Virginia
51550,3928,309,Large fringe metro,0.07866598778004073,Chesapeake city,Virginia
51590,1830,242,Micropolitan,0.13224043715846995,Danville city,Virginia
51630,1924,215,Large fringe metro,0.11174636174636175,Fredericksburg city,Virginia
51650,2619,234,Large fringe metro,0.08934707903780069,Hampton city,Virginia
51670,853,128,Large fringe metro,0.15005861664712777,Hopewell city,Virginia
51680,3606,583,Medium metro,0.16167498613422074,Lynchburg city,Virginia
51683,1053,224,Large fringe metro,0.2127255460588794,Manassas city,Virginia
51690,1034,224,Micropolitan,0.21663442940038685,Martinsville city,Virginia
51700,4395,416,Large fringe metro,0.09465301478953356,Newport News city,Virginia
51710,6246,575,Large central metro,0.0920589177073327,Norfolk city,Virginia
51730,1814,249,Large fringe metro,0.1372657111356119,Petersburg city,Virginia
51740,2378,245,Large fringe metro,0.1030277544154752,Portsmouth city,Virginia
51760,6904,631,Large central metro,0.09139629200463499,Richmond city,Virginia
51770,5227,602,Medium metro,0.11517122632485173,Roanoke city,Virginia
51775,1901,252,Medium metro,0.13256180957390848,Salem city,Virginia
51800,2107,343,Large fringe metro,0.16279069767441862,Suffolk city,Virginia
51810,7001,468,Large central metro,0.06684759320097129,Virginia Beach city,Virginia
51840,2510,405,Small metro,0.16135458167330677,Winchester city,Virginia
50007,3460,161,Small metro,0.04653179190751445,Chittenden,Vermont
53005,4061,530,Medium metro,0.1305097266683083,Benton,Washington
53007,2032,231,Small metro,0.11368110236220473,Chelan,Washington
53011,8588,611,Large fringe metro,0.07114578481602235,Clark,Washington
53015,2670,187,Small metro,0.0700374531835206,Cowlitz,Washington
53021,707,129,Medium metro,0.18246110325318246,Franklin,Washington
53025,1314,116,Micropolitan,0.0882800608828006,Grant,Washington
53033,30793,2185,Large central metro,0.07095768518819212,King,Washington
53035,4294,214,Medium metro,0.04983698183511877,Kitsap,Washington
53041,1681,111,Micropolitan,0.0660321237358715,Lewis,Washington
53053,15983,1107,Large fringe metro,0.06926108990802728,Pierce,Washington
53057,2739,143,Small metro,0.05220883534136546,Skagit,Washington
53061,11383,657,Large fringe metro,0.05771764912588948,Snohomish,Washington
53063,12054,1250,Medium metro,0.10370001659200266,Spokane,Washington
53067,5377,333,Medium metro,0.061930444485772736,Thurston,Washington
53071,1345,112,Small metro,0.08327137546468401,Walla Walla,Washington
53073,3859,198,Small metro,0.05130862917854367,Whatcom,Washington
53077,4487,584,Small metro,0.1301537775796746,Yakima,Washington
55009,5764,630,Medium metro,0.10929909784871616,Brown,Wisconsin
55025,9459,709,Medium metro,0.07495506924622053,Dane,Wisconsin
55027,1853,221,Micropolitan,0.11926605504587157,Dodge,Wisconsin
55035,2760,306,Small metro,0.1108695652173913,Eau Claire,Wisconsin
55039,2203,213,Small metro,0.09668633681343622,Fond du Lac,Wisconsin
55059,3330,473,Large fringe metro,0.14204204204204204,Kenosha,Wisconsin
55063,3210,350,Small metro,0.10903426791277258,La Crosse,Wisconsin
55071,1556,104,Micropolitan,0.06683804627249357,Manitowoc,Wisconsin
55073,3407,456,Small metro,0.13384208981508658,Marathon,Wisconsin
55079,20846,1903,Large central metro,0.0912884965940708,Milwaukee,Wisconsin
55085,1096,115,Noncore,0.10492700729927007,Oneida,Wisconsin
55087,3702,472,Small metro,0.12749864937871422,Outagamie,Wisconsin
55089,2300,253,Large fringe metro,0.11,Ozaukee,Wisconsin
55101,3590,407,Small metro,0.11337047353760446,Racine,Wisconsin
55105,3432,275,Small metro,0.08012820512820513,Rock,Wisconsin
55117,2458,249,Small metro,0.10130187144019528,Sheboygan,Wisconsin
55127,1735,145,Micropolitan,0.08357348703170028,Walworth,Wisconsin
55131,2263,180,Large fringe metro,0.07954043305346885,Washington,Wisconsin
55133,7696,869,Large fringe metro,0.11291580041580042,Waukesha,Wisconsin
55135,1240,138,Noncore,0.11129032258064517,Waupaca,Wisconsin
55139,3635,348,Small metro,0.09573590096286107,Winnebago,Wisconsin
55141,2687,288,Micropolitan,0.10718273167100856,Wood,Wisconsin
54003,2109,202,Medium metro,0.09577999051683263,Berkeley,West Virginia
54009,915,183,Small metro,0.2,Brooke,West Virginia
54011,4544,510,Medium metro,0.11223591549295775,Cabell,West Virginia
54025,1024,108,Noncore,0.10546875,Greenbrier,West Virginia
54033,2171,252,Micropolitan,0.11607554122524183,Harrison,West Virginia
54039,6836,716,Small metro,0.10473961380924517,Kanawha,West Virginia
54045,993,123,Micropolitan,0.12386706948640483,Logan,West Virginia
54055,1800,181,Micropolitan,0.10055555555555555,Mercer,West Virginia
54061,4126,668,Small metro,0.1619001454192923,Monongalia,West Virginia
54069,2268,327,Small metro,0.14417989417989419,Ohio,West Virginia
54081,2985,254,Small metro,0.08509212730318258,Raleigh,West Virginia
54107,2370,286,Small metro,0.12067510548523207,Wood,West Virginia
56005,602,105,Micropolitan,0.1744186046511628,Campbell,Wyoming
56021,2086,251,Small metro,0.12032598274209012,Laramie,Wyoming
56025,2114,331,Small metro,0.15657521286660359,Natrona,Wyoming
